pair_bytes,config,input_bytes,sim_time_ns,algbw_gbps,pause,resume,max_qlen_bytes,nic_mean_gbps,nic_peak_gbps,paced_pct,unshapeable_pct,nic_interval_ns,qlen_rows,wall_s
16777216,flowId+nic,134217728,11250132,95.4426,0,0,960312,72.63,103.26,0.0,,10000,0,20.8
16777216,all,134217728,13599214,78.9562,0,0,490896,60.13,103.21,100.0,,10000,0,21.3
67108864,baseline,536870912,47277013,90.8468,0,0,985056,69.09,100.42,0.0,,50000,0,78.1
67108864,rate,536870912,48353057,88.8251,0,0,976640,67.52,100.41,100.0,,50000,0,77.4
67108864,flowId+nic,536870912,45123408,95.1827,0,0,935460,72.45,100.51,0.0,,50000,0,80.3
67108864,all,536870912,55815372,76.9495,0,0,989136,58.57,100.51,100.0,,50000,0,82.3
268435456,baseline,2147483648,189164797,90.8196,0,0,1005796,69.09,100.38,0.0,,200000,0,306.2
268435456,rate,2147483648,192244556,89.3647,0,0,976640,67.94,100.37,100.0,,200000,0,313.1
268435456,flowId+nic,2147483648,180899372,94.9692,0,0,943764,72.29,100.16,0.0,,200000,0,336.3
268435456,all,2147483648,229994318,74.6969,0,0,972648,56.89,100.22,100.0,,200000,0,327.5
1073741824,baseline,8589934592,756569452,90.8304,0,0,1026416,69.07,100.28,0.0,,1000000,0,1245.7
1073741824,rate,8589934592,765017796,89.8273,0,0,1022268,68.26,100.3,100.0,,1000000,0,1251.4
1073741824,flowId+nic,8589934592,724093448,94.9042,0,0,947796,72.19,100.05,0.0,,1000000,0,1288.8
1073741824,noRate,8589934592,724093448,94.9042,0,0,947796,72.19,100.05,0.0,,1000000,0,1624.5
1073741824,all,8589934592,923568031,74.4065,0,0,972648,56.64,100.09,100.0,,1000000,0,1330.9
4294967296,baseline,34359738368,3026665921,90.8187,0,0,1014092,69.03,100.23,0.0,,5000000,0,5292.9
4294967296,rate,34359738368,3054193745,90.0002,0,0,1009944,68.46,100.27,100.0,,5000000,0,5127.2
4096,noNetDeps,32768,8762,29.9183,0,0,18304,24.32,254.72,100.0,,100,1,0.8
16384,noNetDeps,131072,19568,53.5863,0,0,70704,41.13,336.96,100.0,,100,1,0.8
65536,noNetDeps,524288,55132,76.0775,0,0,216564,57.93,336.96,100.0,,100,1,0.9
262144,noNetDeps,2097152,199392,84.1419,0,0,690312,64.08,168.48,100.0,,200,1,1.0
1048576,noNetDeps,8388608,791472,84.7899,0,0,956760,64.54,132.86,100.0,,1000,1,2.1
4194304,noNetDeps,33554432,3202188,83.8288,0,0,947736,63.79,106.58,100.0,,5000,0,5.8
16777216,noNetDeps,134217728,12349442,86.9466,0,0,948576,66.22,103.26,100.0,,10000,0,20.9
67108864,noNetDeps,536870912,46882400,91.6115,0,0,960372,69.75,100.5,100.0,,50000,0,83.8
4096,noRate,32768,41346,6.34025,0,0,4264,5.17,254.72,0.0,,100,1,2.1
16384,noRate,131072,54168,19.3578,0,0,16668,14.87,341.76,0.0,,100,1,0.8
65536,noRate,524288,76376,54.9165,0,0,37368,41.86,336.96,0.0,,100,1,0.8
262144,noRate,2097152,247716,67.7276,0,0,137256,51.57,170.88,0.0,,200,1,1.1
1048576,noRate,8388608,992356,67.6258,0,0,278244,51.47,132.86,0.0,,1000,1,2.1
4194304,noRate,33554432,3972948,67.5658,0,0,411108,51.43,106.58,0.0,,5000,0,5.8
16777216,noRate,134217728,13671332,78.5397,0,0,474048,59.78,103.21,0.0,,10000,0,21.7
67108864,noRate,536870912,54546472,78.7396,0,0,939192,59.97,100.5,0.0,,50000,0,83.3
268435456,noRate,2147483648,227507388,75.5135,0,0,956160,57.49,100.23,0.0,,200000,0,335.8
